filename,width,height,label,points
Amrita_800_1.png,8192,4283,non-green-800,"1237.00,4107.00;7457.00,3897.00;7737.00,1187.00"
Amrita_800_1.png,8192,4283,green-800,"916.00,1119.00;2926.00,869.00"
Amrita_800_1.png,8192,4283,green-800,"223.00,3154.00;253.00,3764.00"
Amrita_800_1.png,8192,4283,green-800,"263.00,3404.00;5309.00,2093.00;5289.00,1753.00"
Amrita_800_1.png,8192,4283,green-800,"3009.00,3153.00;3109.00,4013.00;639.00,3273.00;1885.70,543.60"
Amrita_800_1.png,8192,4283,green-800,"4006.00,1850.00;4036.00,2010.00"
Amrita_800_1.png,8192,4283,non-green-800,"4429.00,1930.00"
Amrita_800_1.png,8192,4283,green-800,"4126.00,1404.00"
Amrita_800_1.png,8192,4283,non-green-800,"2703.00,4092.00;6683.00,3512.00;6803.00,4142.00;6393.00,1732.00;6893.00,732.00;173.00,1262.00;6753.00,3792.00;3003.00,2172.00;4233.00,1082.00;8053.00,1782.00;5493.00,1062.00;4543.00,62.00;543.00,812.00;103.00,902.00;1673.00,2132.00;5023.00,1632.00;5053.00,1862.00;5073.00,2042.00;5093.00,2242.00;7213.00,1332.00;7213.00,1732.00;5513.00,3312.00;6413.00,2262.00;5433.00,4042.00;6173.00,3862.00;7103.00,2212.00;7173.00,2552.00;1583.00,3612.00"
Amrita_800_1.png,8192,4283,non-green-800,"4373.00,952.00;7893.00,3552.00;7883.00,3332.00;7713.00,2992.00;7963.00,2832.00;3803.00,3652.00;2993.00,1952.00;6933.00,1512.00;653.00,1482.00;393.00,342.00;6923.00,82.00;2634.20,605.60"
Amrita_800_1.png,8192,4283,non-green-800,"4509.70,523.50;662.10,1411.20;653.90,1558.90"
Amrita_800_1.png,8192,4283,non-green-800,"1834.00,1750.00;1474.00,2220.00;1364.00,430.00"
Amrita_800_1.png,8192,4283,non-green-800,"1614.00,420.00"
Amrita_800_1.png,8192,4283,non-green-800,"4204.00,860.00;4437.80,946.20"
Amrita_800_1.png,8192,4283,non-green-800,"7349.00,3216.00;5059.00,2686.00"
Amrita_800_1.png,8192,4283,non-green-800,"3855.25,2845.85;2901.63,4078.36;5333.35,798.28;7247.70,2657.60;7378.20,2637.80"
Amrita_800_1.png,8192,4283,non-green-800,"7908.00,3838.00;6828.00,1268.00;2898.00,2408.00"
Amrita_800_1.png,8192,4283,coconut-800,"5874.20,366.20;6356.60,266.90;6194.07,267.86;6429.10,352.90;5961.30,490.80;6373.00,173.20"
Amrita_800_1.png,8192,4283,green-800,"1796.00,1224.00;2256.00,784.00;946.00,314.00;1176.00,594.00;1826.00,174.00;2676.00,2514.00;4921.50,2865.50;1236.00,784.00;526.00,1084.00;1363.20,2091.70;1756.00,4114.00;4596.00,1254.00;6009.50,892.80;6286.00,2984.00;6336.00,3454.00;7176.00,964.00;7586.00,2644.00;4206.00,3774.00;3736.00,394.00;4186.00,544.00"
Amrita_800_1.png,8192,4283,green-800,"6266.00,936.00"
Amrita_800_1.png,8192,4283,coconut-800,"3349.00,848.00;3177.00,1166.00;3419.00,702.00;3197.00,816.00;2776.50,558.10;3296.50,928.20;3067.50,1038.00;2985.30,1034.10;3306.00,266.00;3055.00,440.00;2935.30,608.50;2828.00,469.00;2689.00,917.00;2467.00,1028.00;3455.00,1139.00;3516.90,939.30;2806.60,1441.50;2939.80,1112.70;2882.00,1207.00;3004.00,1197.00;2812.60,1303.80;3129.00,880.00;3495.00,185.10;2971.00,457.10;3134.90,176.50;3567.00,759.00;3542.00,564.00;3396.00,647.00;3092.90,520.50;3362.00,1026.00;3161.80,287.90;2777.70,404.00;3475.10,1404.60;3616.80,1316.40;3489.00,772.00;3556.70,699.30;3437.00,934.00;3224.40,954.10;3349.00,794.00;3343.00,713.00;3261.00,734.00;3190.00,732.00;3170.00,660.00;3334.20,430.80;2814.00,764.00;2873.00,689.00;2852.50,599.30;5813.80,387.60;3091.00,577.30;3081.70,303.20;3262.60,207.40;3074.00,1280.00;3167.00,581.00"
Amrita_800_1.png,8192,4283,coconut-800,"3305.60,1275.20;3117.33,449.12;2944.54,393.07;2786.30,693.10;2787.70,617.10;3661.30,222.60;3447.50,280.20;3678.30,1247.50;3070.30,244.20;2775.10,319.10;2744.00,498.80;3099.90,1370.07;2936.70,1197.90;2947.20,1295.70;2816.26,1372.56;2753.40,1378.20;2574.35,1398.09;2879.30,1373.70;2765.40,922.10;2759.29,846.08"
Amrita_800_1.png,8192,4283,non-green-800,"7716.00,2287.00;6672.00,3133.00;6862.00,2713.00;6612.00,1263.00"
Amrita_800_1.png,8192,4283,non-green-800,"1537.00,1898.00;2637.00,2158.00;5167.00,3608.00;5367.00,3458.00;5217.00,4128.00;5827.00,3078.00;4377.00,68.00;4307.00,958.00;1447.70,436.90"
Amrita_800_1.png,8192,4283,non-green-800,"1531.90,432.30"
Amrita_800_1.png,8192,4283,coconut-800,"3093.70,674.90"
Kradangnga_800_2.png,8192,4283,non-green-800,"3166.01,2196.72;3294.10,2180.30;3213.50,2078.80;3396.20,2168.20"
Kradangnga_800_2.png,8192,4283,non-green-800,"3351.45,2268.75;3583.06,2216.90;2659.03,1512.39;2589.55,1473.67;2527.10,1451.30"
Kradangnga_800_2.png,8192,4283,non-green-800,"1569.80,2472.40"
Kradangnga_800_2.png,8192,4283,non-green-800,"4441.95,3405.23;6044.19,305.02;6318.96,347.50;6257.16,593.02;5795.36,750.27;6079.20,1424.70;6079.50,226.70"
Kradangnga_800_2.png,8192,4283,non-green-800,"7788.00,390.00;7338.00,3590.00;5258.00,4106.00;6174.20,792.80;7698.00,576.00"
